order_id,date,customer,region,product,quantity,price
3859,2025-10-14,Carlos,Norte,Keyboard,3,109.49
3860,2025-08-26,Sofia,Norte,Monitor,2,302.47
3861,2025-12-20,Valeria,Sur,Monitor,4,469.07
3862,2025-04-08,Ana,Este,Headphones,3,80.71
3863,2024-01-11,Sofia,Centro,Laptop,3,1313.18
3864,2024-09-11,Carlos,Oeste,Monitor,5,406.55
3865,2025-09-08,Valeria,Centro,Monitor,5,382.69
3866,2025-10-22,Luis,Norte,Headphones,3,134.55
3867,2024-08-20,Jorge,Este,Mouse,4,22.59
3868,2024-11-16,Ana,Oeste,Monitor,3,467.74
3869,2025-02-19,Jorge,Este,Laptop,3,1056.85
3870,2024-01-29,Jorge,Este,Tablet,3,487.73
3871,2024-12-16,Diego,Norte,Keyboard,5,50.77
3872,2024-04-30,Carlos,Centro,Mouse,2,26.06
3873,2024-05-19,Luis,Norte,Headphones,4,38.68
3874,2024-08-02,Valeria,Sur,Monitor,2,299.25
3875,2024-10-13,Valeria,Este,Headphones,3,85.2
3876,2024-10-01,Diego,Este,Headphones,3,83.61
3877,2024-01-12,Carlos,Sur,Mouse,1,15.86
3878,2024-07-16,Jorge,Sur,Keyboard,3,84.64
3879,2024-09-30,Maria,Centro,Keyboard,4,118.35
3880,2024-02-08,Sofia,Norte,Tablet,1,659.78
3881,2024-12-26,Diego,Oeste,Keyboard,2,53.38
3882,2025-03-24,Ana,Oeste,Monitor,2,540.57
3883,2025-07-07,Valeria,Centro,Keyboard,2,61.17
3884,2025-07-22,Luis,Este,Monitor,2,525.43
3885,2025-06-17,Luis,Centro,Mouse,2,27.54
3886,2025-04-13,Jorge,Centro,Mouse,2,18.11
3887,2024-05-28,Diego,Norte,Mouse,2,17.39
3888,2025-11-08,Jorge,Sur,Laptop,3,1445.36
3889,2024-12-22,Carlos,Centro,Mouse,6,17.57
3890,2025-12-10,Ana,Norte,Monitor,3,358.76
3891,2024-09-30,Jorge,Norte,Mouse,3,23.47
3892,2024-05-13,Ana,Norte,Monitor,1,397.97
3893,2025-11-15,Sofia,Centro,Monitor,2,515.51
3894,2025-03-26,Ana,Oeste,Headphones,2,50.96
3895,2024-03-13,Carlos,Este,Mouse,4,31.12
3896,2024-05-29,Sofia,Oeste,Mouse,2,34.89
3897,2025-03-14,Carlos,Este,Keyboard,3,100.72
3898,2024-08-28,Jorge,Este,Headphones,1,91.6
3899,2025-03-10,Maria,Este,Laptop,1,1198.71
3900,2024-12-01,Luis,Sur,Laptop,6,1228.34
3901,2024-04-23,Luis,Norte,Keyboard,1,62.59
3902,2024-08-19,Luis,Oeste,Mouse,2,37.04
3903,2024-05-06,Ana,Norte,Mouse,4,37.25
3904,2025-02-11,Carlos,Norte,Tablet,3,436.13
3905,2025-02-17,Sofia,Oeste,Laptop,1,1266.98
3906,2024-01-12,Valeria,Sur,Monitor,4,481.71
3907,2025-02-22,Diego,Este,Mouse,1,25.75
3908,2024-10-23,Sofia,Este,Monitor,4,516.25
3909,2025-02-04,Jorge,Este,Monitor,2,505.56
3910,2024-07-04,Sofia,Oeste,Tablet,2,723.45
3911,2025-12-28,Diego,Norte,Monitor,4,548.1
3912,2024-02-19,Maria,Centro,Headphones,2,38.27
3913,2025-02-19,Sofia,Norte,Headphones,6,161.5
3914,2024-02-25,Diego,Este,Monitor,2,248.91
3915,2024-07-26,Valeria,Este,Laptop,2,1460.06
3916,2024-09-19,Carlos,Centro,Headphones,2,58.3
3917,2025-10-30,Jorge,Norte,Keyboard,3,83.66
3918,2024-12-20,Ana,Centro,Laptop,1,1074.87
3919,2024-04-30,Luis,Este,Keyboard,3,78.73
3920,2024-09-03,Sofia,Norte,Mouse,2,15.4
3921,2025-02-27,Sofia,Sur,Monitor,2,233.75
3922,2025-11-19,Sofia,Norte,Headphones,3,75.42
3923,2024-12-19,Diego,Este,Tablet,5,791.12
3924,2024-10-21,Sofia,Sur,Tablet,1,279.66
3925,2024-07-15,Luis,Norte,Keyboard,3,114.64
3926,2025-10-21,Luis,Sur,Laptop,5,1140.42
3927,2024-10-02,Luis,Norte,Laptop,3,1199.16
3928,2024-01-09,Luis,Centro,Laptop,3,913.18
3929,2024-06-02,Diego,Este,Headphones,2,75.46
3930,2024-09-26,Luis,Oeste,Laptop,5,1218.36
3931,2025-12-08,Jorge,Norte,Keyboard,1,95.31
3932,2024-08-21,Diego,Oeste,Keyboard,2,90.01
3933,2025-12-25,Luis,Sur,Headphones,7,112.69
3934,2024-04-27,Luis,Este,Keyboard,3,79.49
3935,2025-10-19,Jorge,Norte,Headphones,1,36.81
3936,2025-09-19,Valeria,Oeste,Headphones,3,51.83
3937,2025-07-26,Maria,Centro,Headphones,3,70.67
3938,2024-02-25,Carlos,Oeste,Laptop,4,1134.63
3939,2024-08-25,Maria,Norte,Laptop,2,902.11
3940,2024-04-30,Maria,Sur,Mouse,3,33.61
3941,2024-12-07,Diego,Sur,Keyboard,5,107.33
3942,2025-05-02,Jorge,Sur,Headphones,3,135.15
3943,2025-06-02,Diego,Centro,Headphones,3,62.04
3944,2025-08-25,Maria,Centro,Monitor,3,247.18
3945,2024-06-06,Carlos,Oeste,Headphones,2,158.35
3946,2025-11-17,Luis,Norte,Laptop,4,1159.81
3947,2025-07-13,Luis,Sur,Mouse,1,38.02
3948,2025-12-11,Ana,Norte,Mouse,1,37.04
3949,2025-05-23,Carlos,Norte,Tablet,5,753.1
3950,2024-04-22,Sofia,Centro,Laptop,1,1322.31
3951,2025-12-19,Jorge,Oeste,Tablet,4,515.79
3952,2024-12-20,Maria,Este,Headphones,5,153.7
3953,2025-02-19,Maria,Norte,Tablet,5,422.04
3954,2024-05-30,Diego,Sur,Keyboard,2,82.34
3955,2024-03-02,Maria,Oeste,Headphones,6,106.77
3956,2024-11-12,Sofia,Centro,Headphones,2,121.9
3957,2024-07-16,Sofia,Centro,Laptop,2,1176.61
3958,2024-02-10,Maria,Este,Headphones,5,96.66
3959,2024-04-08,Ana,Oeste,Monitor,5,386.77
3960,2025-06-26,Diego,Norte,Keyboard,2,92.23
3961,2024-01-15,Carlos,Oeste,Monitor,2,371.03
3962,2024-07-20,Jorge,Este,Laptop,2,1387.14
3963,2025-06-01,Sofia,Este,Keyboard,3,84.62
3964,2024-08-14,Sofia,Este,Monitor,1,592.32
3965,2024-08-06,Sofia,Este,Monitor,2,552.53
3966,2025-06-29,Maria,Norte,Tablet,2,626.19
3967,2024-03-12,Jorge,Norte,Laptop,3,931.24
3968,2024-04-29,Jorge,Sur,Mouse,3,21.27
3969,2025-11-07,Diego,Sur,Headphones,1,160.26
3970,2025-04-10,Luis,Norte,Keyboard,4,67.8
3971,2025-06-22,Luis,Oeste,Mouse,2,30.26
3972,2025-08-27,Jorge,Oeste,Tablet,1,314.5
3973,2024-04-10,Luis,Oeste,Laptop,3,1357.87
3974,2025-03-27,Ana,Este,Mouse,3,20.02
3975,2024-06-02,Jorge,Este,Tablet,1,497.19
3976,2024-05-17,Maria,Norte,Tablet,4,571.71
3977,2024-01-18,Diego,Este,Monitor,2,223.68
3978,2024-08-22,Valeria,Oeste,Mouse,3,32.97
3979,2025-06-25,Sofia,Norte,Laptop,5,1298.77
3980,2025-09-09,Luis,Sur,Mouse,2,24.52
3981,2025-04-22,Carlos,Este,Tablet,4,461.24
3982,2024-07-16,Maria,Centro,Mouse,3,29.2
3983,2024-09-24,Valeria,Oeste,Headphones,2,54.84
3984,2024-04-12,Valeria,Este,Laptop,4,1019.73
3985,2025-04-15,Jorge,Centro,Keyboard,2,104.92
3986,2024-08-29,Luis,Oeste,Keyboard,3,105.37
3987,2024-06-17,Ana,Este,Keyboard,6,79.91
3988,2024-08-15,Valeria,Norte,Keyboard,4,81.67
3989,2025-12-31,Ana,Centro,Laptop,2,1374.34
3990,2025-03-10,Valeria,Norte,Tablet,4,539.93
3991,2024-11-20,Diego,Sur,Mouse,3,39.23
3992,2025-06-21,Valeria,Oeste,Tablet,3,488.95
3993,2025-03-26,Ana,Norte,Keyboard,5,82.52
3994,2025-09-10,Valeria,Centro,Laptop,6,1048.02
3995,2024-07-24,Carlos,Sur,Monitor,6,476.59
3996,2025-05-03,Maria,Norte,Monitor,2,553.16
3997,2025-10-23,Carlos,Norte,Monitor,6,514.68
3998,2024-09-29,Maria,Centro,Monitor,1,243.59
3999,2025-02-08,Jorge,Oeste,Keyboard,3,84.1
4000,2024-06-06,Valeria,Sur,Monitor,3,215.43
4001,2025-09-29,Luis,Sur,Headphones,3,155.91
4002,2025-11-20,Jorge,Sur,Keyboard,5,71.46
4003,2025-10-09,Diego,Norte,Monitor,1,202.04
4004,2024-12-10,Ana,Sur,Headphones,3,130.85
4005,2025-08-20,Maria,Oeste,Headphones,2,168.83
4006,2024-02-18,Maria,Oeste,Monitor,2,392.95
4007,2024-01-25,Diego,Norte,Monitor,4,487.65
4008,2024-12-31,Carlos,Sur,Keyboard,5,86.85
4009,2024-10-14,Luis,Centro,Headphones,3,136.51
4010,2024-12-10,Ana,Norte,Keyboard,3,66.91
4011,2024-02-03,Carlos,Centro,Headphones,3,191.44
4012,2024-05-18,Maria,Este,Mouse,4,21.66
4013,2024-12-19,Luis,Centro,Laptop,2,1347.43
4014,2024-04-14,Diego,Este,Keyboard,4,101.55
4015,2024-07-11,Sofia,Este,Keyboard,3,105.58
4016,2024-07-04,Ana,Norte,Monitor,2,204.15
4017,2024-10-09,Maria,Sur,Laptop,2,1306.92
4018,2025-01-23,Diego,Oeste,Headphones,1,76.8
4019,2024-02-15,Ana,Centro,Laptop,2,1287.53
4020,2024-10-28,Carlos,Sur,Headphones,3,127.67
4021,2024-10-15,Sofia,Norte,Keyboard,4,77.65
4022,2024-03-22,Ana,Este,Headphones,2,150.21
4023,2025-06-24,Maria,Norte,Monitor,2,527.39
4024,2024-10-19,Luis,Norte,Headphones,4,34.51
4025,2024-03-15,Maria,Este,Keyboard,5,71.08
4026,2024-11-19,Luis,Norte,Monitor,3,345.26
4027,2024-07-10,Diego,Este,Keyboard,1,107.26
4028,2024-06-29,Maria,Sur,Tablet,3,684.38
4029,2025-11-04,Ana,Oeste,Laptop,3,1137.66
4030,2025-05-01,Jorge,Este,Laptop,3,1300.09
4031,2025-06-15,Luis,Norte,Mouse,2,25.27
4032,2025-06-15,Diego,Oeste,Laptop,2,972.25
4033,2024-05-12,Diego,Sur,Laptop,3,1220.66
4034,2025-12-30,Diego,Oeste,Mouse,4,39.5
4035,2024-04-22,Valeria,Este,Mouse,6,35.07
4036,2025-08-10,Maria,Norte,Monitor,1,489.81
4037,2025-01-05,Jorge,Oeste,Keyboard,3,66.64
4038,2024-09-06,Valeria,Este,Monitor,1,387.2
4039,2024-11-11,Valeria,Este,Tablet,1,717.97
4040,2024-10-19,Carlos,Centro,Tablet,3,575.07
4041,2025-07-04,Ana,Norte,Headphones,3,157.16
4042,2025-10-19,Maria,Sur,Keyboard,4,74.84
4043,2024-06-15,Luis,Norte,Keyboard,2,92.5
4044,2025-02-05,Maria,Este,Keyboard,3,70.73
4045,2024-08-13,Valeria,Sur,Mouse,3,39.54
4046,2024-05-11,Sofia,Este,Monitor,3,330.43
4047,2025-08-09,Maria,Este,Mouse,2,35.54
4048,2024-06-24,Jorge,Sur,Monitor,1,287.31
4049,2025-12-20,Carlos,Sur,Laptop,3,1089.43
4050,2024-04-13,Ana,Sur,Headphones,2,135.9
4051,2024-09-03,Ana,Oeste,Headphones,1,92.18
4052,2025-03-24,Maria,Oeste,Mouse,6,30.7
4053,2024-06-08,Ana,Centro,Keyboard,2,79.78
4054,2024-10-06,Valeria,Este,Laptop,6,1060.32
4055,2025-01-09,Carlos,Sur,Monitor,2,459.26
4056,2024-06-17,Sofia,Centro,Monitor,3,415.18
4057,2024-01-19,Ana,Oeste,Monitor,2,585.3
4058,2025-08-29,Carlos,Oeste,Headphones,3,99.47
4059,2024-12-07,Luis,Centro,Laptop,2,1492.13
4060,2024-02-11,Carlos,Norte,Monitor,2,356.29
4061,2024-10-01,Maria,Sur,Headphones,4,87.34
4062,2024-06-21,Luis,Este,Keyboard,5,97.52
4063,2025-12-26,Ana,Centro,Tablet,3,369.54
4064,2024-04-03,Diego,Oeste,Mouse,4,27.09
4065,2024-10-19,Sofia,Este,Mouse,3,34.89
4066,2024-07-25,Maria,Oeste,Monitor,4,391.81
4067,2024-08-07,Luis,Oeste,Keyboard,3,83.32
4068,2024-02-16,Maria,Oeste,Keyboard,1,84.56
4069,2024-10-05,Carlos,Sur,Mouse,6,24.88
4070,2025-06-30,Sofia,Oeste,Tablet,2,473.58
4071,2024-03-20,Sofia,Norte,Tablet,6,761.58
4072,2024-06-02,Valeria,Centro,Tablet,5,395.94
4073,2025-03-12,Diego,Sur,Tablet,4,407.1
4074,2025-04-11,Diego,Centro,Monitor,2,471.63
4075,2024-07-14,Diego,Este,Mouse,1,32.17
4076,2025-08-25,Sofia,Centro,Laptop,3,1002.07
4077,2025-11-19,Sofia,Centro,Keyboard,1,55.53
4078,2025-03-02,Maria,Este,Tablet,5,490.71
4079,2024-12-03,Maria,Este,Laptop,1,1023.52
4080,2025-12-06,Carlos,Centro,Tablet,2,627.8
4081,2024-02-05,Luis,Centro,Tablet,3,580.5
4082,2025-02-24,Diego,Norte,Keyboard,1,99.93
4083,2024-10-04,Sofia,Oeste,Keyboard,4,75.83
4084,2025-08-07,Sofia,Norte,Tablet,2,465.79
4085,2024-05-27,Maria,Sur,Tablet,2,305.74
4086,2024-09-08,Carlos,Este,Tablet,3,618.14
4087,2025-01-29,Valeria,Oeste,Mouse,4,20.64
4088,2024-09-18,Sofia,Centro,Tablet,2,636.4
4089,2025-09-13,Diego,Sur,Mouse,4,17.66
4090,2025-04-05,Sofia,Oeste,Keyboard,1,108.41
4091,2024-09-23,Ana,Este,Headphones,3,66.14
4092,2025-04-18,Carlos,Norte,Laptop,1,1274.71
4093,2025-02-21,Ana,Oeste,Mouse,2,38.81
4094,2025-11-02,Maria,Oeste,Keyboard,1,86.28
4095,2025-04-09,Luis,Centro,Keyboard,5,62.16
4096,2024-04-28,Luis,Centro,Mouse,2,27.87
4097,2024-04-02,Carlos,Este,Laptop,4,1174.27
4098,2025-02-07,Jorge,Sur,Monitor,4,542.87
4099,2024-01-08,Diego,Este,Tablet,2,434.6
4100,2024-03-10,Jorge,Centro,Keyboard,2,94.69
4101,2025-08-24,Luis,Este,Tablet,1,734.45
4102,2024-05-06,Jorge,Oeste,Mouse,2,23.55
4103,2024-11-30,Sofia,Centro,Keyboard,1,117.51
4104,2024-06-12,Jorge,Centro,Laptop,4,1032.76
4105,2025-12-11,Valeria,Este,Keyboard,3,100.39
4106,2025-06-17,Maria,Centro,Mouse,1,33.68
4107,2025-11-22,Luis,Este,Keyboard,4,82.69
4108,2024-01-27,Valeria,Norte,Mouse,4,39.26
4109,2025-02-22,Diego,Centro,Mouse,5,21.87
4110,2025-04-01,Maria,Norte,Mouse,2,21.31
4111,2025-05-15,Valeria,Norte,Tablet,3,663.59
4112,2024-03-25,Luis,Norte,Laptop,5,1090.09
4113,2024-02-08,Diego,Oeste,Headphones,4,43.66
4114,2024-06-09,Carlos,Sur,Laptop,7,1408.28
4115,2024-07-27,Valeria,Oeste,Tablet,2,729.54
4116,2024-12-01,Ana,Oeste,Tablet,2,400.56
4117,2024-02-09,Luis,Sur,Keyboard,3,104.78
4118,2025-03-07,Sofia,Sur,Headphones,4,141.4
4119,2024-12-19,Jorge,Norte,Monitor,2,349.09
4120,2025-08-17,Carlos,Centro,Laptop,1,1150.16
4121,2024-09-27,Sofia,Oeste,Keyboard,5,102.84
4122,2024-09-04,Diego,Este,Mouse,2,33.63
4123,2024-05-30,Carlos,Centro,Keyboard,2,105.94
4124,2025-08-14,Valeria,Norte,Keyboard,4,106.26
4125,2024-05-03,Diego,Norte,Tablet,4,790.11
4126,2024-11-11,Carlos,Oeste,Mouse,3,29.06
4127,2024-09-28,Sofia,Sur,Laptop,4,1351.93
4128,2024-05-29,Carlos,Sur,Headphones,7,150.48
4129,2024-04-23,Carlos,Norte,Monitor,3,457.19
4130,2024-08-10,Carlos,Este,Laptop,4,940.94
4131,2025-04-06,Sofia,Oeste,Mouse,3,27.38
4132,2024-10-10,Valeria,Norte,Laptop,2,1480.64
4133,2024-03-14,Luis,Sur,Headphones,4,85.25
4134,2024-04-29,Luis,Oeste,Headphones,3,196.15
4135,2025-03-17,Luis,Norte,Laptop,2,1188.86
4136,2025-06-10,Carlos,Oeste,Monitor,1,371.26
4137,2025-08-05,Luis,Norte,Tablet,2,451.02
4138,2024-05-29,Luis,Este,Monitor,2,562.68
4139,2024-10-04,Maria,Oeste,Headphones,2,95.36
4140,2025-09-28,Luis,Centro,Laptop,4,903.14
4141,2024-01-21,Carlos,Centro,Mouse,1,38.28
4142,2025-07-17,Valeria,Sur,Laptop,2,1145.08
4143,2024-10-05,Valeria,Norte,Headphones,1,66.59
4144,2025-03-19,Maria,Norte,Headphones,1,76.64
4145,2025-07-07,Valeria,Norte,Keyboard,1,93.96
4146,2024-09-21,Maria,Norte,Monitor,2,329.77
4147,2025-10-17,Ana,Centro,Headphones,2,39.51
4148,2024-01-15,Diego,Sur,Monitor,1,393.5
4149,2024-12-10,Valeria,Centro,Headphones,2,163.61
4150,2025-10-25,Valeria,Oeste,Keyboard,1,99.65
4151,2025-04-30,Maria,Este,Tablet,4,654.7
4152,2024-03-28,Jorge,Centro,Monitor,4,591.39
4153,2024-02-25,Jorge,Oeste,Tablet,4,391.54
4154,2025-06-10,Valeria,Norte,Headphones,1,76.58
4155,2024-08-03,Ana,Centro,Keyboard,4,74.64
4156,2024-04-25,Sofia,Este,Mouse,2,20.49
4157,2024-08-25,Maria,Este,Keyboard,3,69.73
4158,2025-01-14,Luis,Este,Laptop,4,1024.2
4159,2024-10-08,Valeria,Este,Keyboard,4,66.06
4160,2024-11-23,Jorge,Centro,Mouse,2,18.98
4161,2024-11-02,Sofia,Norte,Keyboard,1,105.5
4162,2024-07-23,Valeria,Centro,Keyboard,3,89.87
4163,2025-10-31,Maria,Sur,Mouse,3,39.64
4164,2025-08-10,Luis,Oeste,Headphones,4,44.6
4165,2025-10-20,Luis,Centro,Headphones,2,167.07
4166,2024-08-23,Maria,Oeste,Keyboard,2,53.44
4167,2025-10-29,Diego,Centro,Mouse,6,17.45
4168,2025-03-15,Diego,Centro,Mouse,4,26.85
4169,2025-04-12,Valeria,Norte,Monitor,3,427.57
4170,2025-03-18,Luis,Norte,Monitor,4,518.8
4171,2025-11-10,Diego,Centro,Monitor,4,213.04
4172,2024-04-19,Carlos,Oeste,Mouse,3,29.1
4173,2024-10-16,Jorge,Sur,Monitor,4,293.23
4174,2024-11-09,Valeria,Este,Laptop,2,1419.06
4175,2025-08-24,Sofia,Oeste,Tablet,2,654.16
4176,2025-02-16,Luis,Oeste,Tablet,4,606.36
4177,2025-12-04,Ana,Sur,Tablet,3,703.41
4178,2024-11-27,Sofia,Este,Headphones,3,56.63
4179,2025-09-11,Valeria,Sur,Headphones,3,74.92
4180,2025-09-02,Valeria,Sur,Keyboard,4,56.88
4181,2024-08-06,Luis,Norte,Monitor,3,460.55
4182,2024-04-29,Valeria,Este,Monitor,4,376.07
4183,2024-06-28,Valeria,Oeste,Keyboard,3,59.41
4184,2024-06-16,Maria,Centro,Mouse,5,34.22
4185,2025-03-18,Jorge,Centro,Monitor,5,454.05
4186,2024-10-03,Luis,Este,Monitor,2,299.27
4187,2025-11-16,Valeria,Centro,Mouse,3,37.67
4188,2024-08-04,Sofia,Norte,Monitor,5,593.9
4189,2024-05-10,Jorge,Este,Headphones,3,45.99
4190,2025-11-24,Carlos,Este,Tablet,3,363.03
4191,2025-12-30,Carlos,Oeste,Laptop,5,1331.39
4192,2025-01-02,Valeria,Este,Monitor,4,504.53
4193,2024-10-14,Diego,Este,Laptop,3,995.22
4194,2025-04-24,Sofia,Norte,Monitor,1,273.16
4195,2024-03-23,Carlos,Este,Mouse,1,27.5
4196,2024-12-26,Valeria,Sur,Mouse,1,23.03
4197,2024-10-23,Luis,Oeste,Laptop,4,951.49
4198,2025-04-20,Carlos,Centro,Laptop,2,1111.05
4199,2024-02-20,Carlos,Centro,Monitor,4,201.38
4200,2024-09-27,Ana,Oeste,Mouse,1,25.46
4201,2025-08-16,Sofia,Norte,Laptop,3,1039.23
4202,2024-12-07,Maria,Oeste,Keyboard,1,71.98
4203,2024-05-12,Diego,Sur,Headphones,3,51.87
4204,2024-11-12,Ana,Sur,Keyboard,2,108.27
4205,2024-03-09,Ana,Norte,Tablet,4,635.99
4206,2025-01-02,Maria,Sur,Mouse,2,37.67
4207,2025-07-30,Jorge,Sur,Mouse,2,36.63
4208,2024-02-14,Maria,Sur,Tablet,2,761.56
4209,2024-06-21,Sofia,Este,Keyboard,1,51.72
4210,2024-05-15,Luis,Norte,Mouse,5,16.14
4211,2025-03-06,Luis,Oeste,Headphones,5,89.44
4212,2024-07-14,Diego,Centro,Keyboard,2,50.32
4213,2025-03-27,Carlos,Centro,Headphones,6,113.7
4214,2025-01-04,Maria,Sur,Mouse,3,39.49
4215,2025-09-24,Valeria,Este,Monitor,2,301.27
4216,2024-12-19,Jorge,Norte,Mouse,1,28.17
4217,2024-09-01,Jorge,Centro,Tablet,3,401.14
4218,2025-11-01,Jorge,Oeste,Tablet,2,607.51
4219,2025-09-21,Jorge,Este,Headphones,3,145.57
4220,2024-02-25,Jorge,Este,Monitor,2,405.22
4221,2024-08-04,Sofia,Oeste,Mouse,4,34.39
4222,2024-07-11,Carlos,Este,Headphones,1,105.1
4223,2025-10-18,Maria,Norte,Monitor,3,544.85
4224,2024-03-11,Carlos,Este,Mouse,1,26.32
4225,2024-05-04,Jorge,Oeste,Keyboard,6,83.39
4226,2024-04-10,Diego,Oeste,Monitor,3,543.35
4227,2025-10-17,Ana,Oeste,Headphones,3,182.86
4228,2025-09-14,Sofia,Este,Headphones,4,32.12
4229,2025-03-22,Jorge,Este,Laptop,5,1021.99
4230,2024-03-24,Carlos,Oeste,Headphones,3,97.15
4231,2024-01-01,Ana,Este,Tablet,1,252.34
4232,2024-04-24,Diego,Sur,Tablet,3,477.3
4233,2025-06-23,Sofia,Sur,Monitor,1,206.25
4234,2025-01-21,Valeria,Norte,Headphones,3,37.18
4235,2025-08-25,Valeria,Norte,Monitor,4,482.91
4236,2024-02-11,Luis,Este,Keyboard,4,52.27
4237,2024-02-06,Carlos,Oeste,Keyboard,6,72.5
4238,2025-08-25,Jorge,Oeste,Mouse,4,37.24
4239,2025-01-03,Ana,Norte,Mouse,6,18.77
4240,2025-04-26,Valeria,Sur,Headphones,2,75.96
4241,2024-12-14,Jorge,Centro,Monitor,2,467.21
4242,2024-08-03,Carlos,Este,Monitor,3,520.73
4243,2024-09-20,Jorge,Centro,Headphones,3,112.79
4244,2025-07-01,Sofia,Sur,Laptop,3,1264.48
4245,2024-03-01,Ana,Centro,Tablet,2,701.83
4246,2025-04-01,Diego,Norte,Mouse,1,25.38
4247,2024-12-17,Maria,Oeste,Keyboard,3,99.46
4248,2024-09-17,Sofia,Oeste,Mouse,3,35.29
4249,2024-02-01,Carlos,Centro,Monitor,2,582.14
4250,2024-06-24,Valeria,Oeste,Laptop,2,1094.88
4251,2025-10-07,Maria,Centro,Keyboard,5,72.3
4252,2024-03-11,Sofia,Sur,Mouse,2,37.75
4253,2024-09-24,Diego,Este,Tablet,5,268.78
4254,2025-08-05,Sofia,Centro,Monitor,2,272.36
4255,2024-08-16,Diego,Este,Mouse,3,19.76
4256,2024-07-17,Jorge,Sur,Keyboard,3,74.92
4257,2025-04-05,Valeria,Norte,Monitor,2,311.97
4258,2024-02-21,Maria,Norte,Mouse,2,19.09
4259,2024-05-06,Carlos,Centro,Headphones,6,87.51
4260,2025-01-12,Luis,Oeste,Monitor,2,466.92
4261,2024-02-20,Carlos,Norte,Keyboard,2,114.07
4262,2024-07-08,Jorge,Sur,Monitor,2,386.75
4263,2025-08-12,Jorge,Sur,Mouse,5,25.54
4264,2024-09-17,Ana,Oeste,Mouse,1,26.99
4265,2025-05-13,Luis,Oeste,Headphones,5,94.15
4266,2025-03-23,Sofia,Este,Keyboard,3,82.77
4267,2024-11-14,Jorge,Norte,Mouse,4,15.08
4268,2024-11-25,Maria,Oeste,Laptop,4,1061.73
4269,2024-12-09,Jorge,Centro,Laptop,2,988.45
4270,2024-09-30,Diego,Norte,Mouse,4,33.32
4271,2025-01-22,Carlos,Centro,Monitor,2,384.17
4272,2025-11-27,Ana,Oeste,Tablet,1,573.7
4273,2025-08-04,Diego,Norte,Headphones,2,57.06
4274,2024-10-11,Sofia,Centro,Mouse,2,39.26
4275,2025-10-22,Maria,Oeste,Headphones,2,157.2
4276,2024-10-05,Jorge,Centro,Headphones,2,78.03
4277,2024-05-09,Valeria,Norte,Mouse,4,25.25
4278,2024-11-14,Diego,Centro,Mouse,2,20.57
4279,2024-04-19,Sofia,Sur,Headphones,3,185.85
4280,2025-05-03,Diego,Sur,Monitor,6,547.41
4281,2024-03-09,Diego,Oeste,Tablet,4,742.1
4282,2025-01-15,Ana,Sur,Tablet,2,274.76
4283,2025-07-08,Maria,Oeste,Tablet,2,480.57
4284,2024-08-23,Ana,Este,Tablet,1,410.59
4285,2025-01-16,Luis,Sur,Mouse,1,29.69
4286,2025-12-01,Ana,Sur,Laptop,3,1175.65
4287,2024-03-11,Diego,Este,Headphones,1,76.22
4288,2024-03-30,Luis,Oeste,Laptop,4,1046.17
4289,2025-05-27,Luis,Centro,Mouse,3,23.83
4290,2024-12-05,Ana,Este,Monitor,6,575.72
4291,2024-07-11,Sofia,Oeste,Mouse,2,23.48
4292,2024-02-11,Sofia,Centro,Monitor,3,395.27
4293,2024-09-30,Ana,Norte,Headphones,3,172.38
4294,2024-08-17,Maria,Centro,Laptop,4,1099.72
4295,2024-11-09,Maria,Centro,Tablet,4,577.9
4296,2024-03-09,Diego,Oeste,Tablet,5,693.1
4297,2024-01-28,Jorge,Este,Headphones,5,174.23
4298,2025-12-21,Jorge,Este,Monitor,1,483.57
4299,2025-07-24,Carlos,Sur,Mouse,1,34.51
4300,2025-02-24,Luis,Este,Mouse,1,38.12
4301,2025-07-24,Carlos,Sur,Mouse,2,23.06
4302,2024-11-26,Luis,Oeste,Headphones,3,128.51
4303,2025-03-30,Diego,Centro,Laptop,1,1408.25
4304,2024-12-02,Ana,Centro,Tablet,5,294.23
4305,2025-04-03,Valeria,Norte,Monitor,2,542.97
4306,2024-02-08,Valeria,Oeste,Mouse,3,31.82
4307,2025-03-30,Valeria,Sur,Laptop,2,1497.57
4308,2025-10-23,Sofia,Oeste,Headphones,2,175.91
4309,2025-02-10,Diego,Este,Headphones,2,198.88
4310,2024-07-16,Ana,Sur,Tablet,5,503.43
4311,2024-03-29,Sofia,Norte,Headphones,4,142.45
4312,2024-03-02,Sofia,Centro,Keyboard,2,50.3
4313,2025-08-24,Ana,Norte,Headphones,5,62.11
4314,2025-01-16,Valeria,Este,Keyboard,4,106.83
4315,2024-01-19,Valeria,Centro,Mouse,2,19.8
4316,2024-04-23,Ana,Centro,Monitor,2,495.22
4317,2024-05-27,Luis,Este,Mouse,3,39.13
4318,2024-01-30,Luis,Norte,Tablet,6,549.66
4319,2024-08-29,Valeria,Sur,Keyboard,3,55.99
4320,2024-05-23,Sofia,Sur,Laptop,3,1084.46
4321,2024-02-20,Carlos,Este,Laptop,2,1042.67
4322,2024-08-02,Ana,Sur,Laptop,2,1448.91
4323,2024-10-04,Maria,Este,Laptop,4,1457.61
4324,2025-09-28,Carlos,Norte,Laptop,2,1320.48
4325,2024-02-07,Ana,Centro,Laptop,4,1396.95
4326,2024-08-19,Sofia,Oeste,Laptop,3,1298.21
4327,2025-05-12,Carlos,Sur,Keyboard,4,114.75
